Order Date,Sales,Rolling Mean,Rolling Std,Z-Score,Anomaly
2015-01-31,14205.707,,,-1.3175088922140963,False
2015-02-28,4519.892,,,-1.705272063348982,False
2015-03-31,55205.797,24643.79866666667,26906.886844236702,0.3238940165979871,False
2015-04-30,27906.855,29210.847999999998,25368.10083008369,-0.76899536013978,False
2015-05-31,23644.303,35585.651666666665,17124.68728368542,-0.9396429185174021,False
2015-06-30,34322.9356,28624.697866666666,5375.385784979868,-0.5121331591052755,False
2015-07-31,33781.543,30582.927199999995,6015.118937182598,-0.5338073405143733,False
2015-08-31,27117.5365,31740.671699999995,4012.893070459611,-0.8005950391131479,False
2015-09-30,81623.5268,47507.53543333333,29732.606610518804,1.381504830084779,False
2015-10-31,31453.393,46731.48543333333,30295.062732185117,-0.6270127988963146,False
2015-11-30,77907.6607,63661.52683333333,27954.871292633696,1.232743365773451,False
2015-12-31,68167.0585,59176.037399999994,24497.522164523074,0.8427868367838469,False
2016-01-31,18066.9576,54713.89226666666,32108.69349805224,-1.1629270860158074,False
2016-02-29,11951.411,32728.4757,30842.662672158094,-1.407757670002717,False
2016-03-31,32339.3184,20785.895666666667,10462.368765987932,-0.5915455467866118,False
2016-04-30,34154.4685,26148.3993,12328.404197791968,-0.5188775927877168,False
2016-05-31,29959.5305,32151.105800000005,2103.792811343253,-0.6868182835395261,False
2016-06-30,23599.374,29237.791,5314.431851607207,-0.9414416119175878,False
2016-07-31,28608.259,27389.054500000002,3350.782354277532,-0.7409152616362784,False
2016-08-31,36818.3422,29675.32506666667,6673.773487400203,-0.4122317283545412,False
2016-09-30,63133.606,42853.4024,18036.528493055972,0.641276948028299,False
2016-10-31,31011.7375,43654.5619,17117.360597440944,-0.6446940923372035,False
2016-11-30,75249.3995,56464.91433333334,22860.36463434831,1.1263221928915794,False
2016-12-31,74543.6012,60268.246066666674,25339.337164646804,1.0980661724132192,False
2017-01-31,18542.490999999998,56111.83056666667,32537.916258062687,-1.143889520342237,False
2017-02-28,22978.815,38688.3024,31130.725685184498,-0.9662851512290751,False
2017-03-31,51165.059,30895.454999999998,17693.582943990077,0.16212658860093843,False
2017-04-30,38679.767,37607.880333333334,14123.66076753891,-0.337711207027516,False
2017-05-31,56656.908,48833.91133333333,9212.49622612267,0.3819879821577998,False
2017-06-30,39724.486,45020.386999999995,10091.051738288792,-0.2958867913862029,False
2017-07-31,38320.783,44900.725666666665,10205.31541986756,-0.35208281893902627,False
2017-08-31,30542.2003,36195.8231,4946.229230591988,-0.663491605364016,False
2017-09-30,69193.3909,46018.79140000001,20443.168386877685,0.8838751609013815,False
2017-10-31,59583.033,53106.20806666667,20123.135431939238,0.49913284907267136,False
2017-11-30,79066.4958,69280.97323333334,9742.026671518599,1.2791363201297354,False
2017-12-31,95739.121,78129.54993333334,18096.244790943045,1.9466103549626745,False
2018-01-31,43476.474,72760.69693333334,26695.849721853636,-0.14567921825580146,False
2018-02-28,19920.9974,53045.53080000001,38804.279436518846,-1.0887022167344627,False
2018-03-31,58863.4128,40753.62806666667,19613.473603088318,0.47032348086104203,False
2018-04-30,35541.9101,38108.77343333334,19597.691696359245,-0.4633325762268535,False
2018-05-31,43825.9822,46077.10170000001,11822.596005065363,-0.13168696174773842,False
2018-06-30,48190.7277,42519.54000000001,6424.814400897008,0.04305182443357141,False
2018-07-31,44825.104,45613.93796666667,2286.7979994237326,-0.09168799031188142,False
2018-08-31,62837.848,51951.22656666667,9577.095091782032,0.629436533982758,False
2018-09-30,86152.88799999999,64605.280000000006,20720.504204618974,1.5628338625025264,False
2018-10-31,77448.1312,75479.62240000001,11781.512751856568,1.2143465023035185,False
2018-11-30,117938.155,93846.39140000001,21313.211929587276,2.8353293548580005,True
2018-12-31,83030.3888,92805.55833333335,21943.69981077026,1.437827325452403,False
